Estudiante,Región,Nivel,Grado,Institución Educativa,Ambito,Sexo,R Producción de textos,Año,ANALISIS,PADD-R,ID IE,ID2,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Año.1,#
411,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
412,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
413,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
414,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
415,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
416,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
417,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
418,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
419,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
420,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
421,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
422,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
423,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
424,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
425,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
426,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
427,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
428,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
429,48. Piura,Primaria,4 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
430,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
431,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
432,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
433,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Satisfactorio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
434,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Satisfactorio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
435,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
436,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
437,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
438,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
439,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
440,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
441,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
442,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
443,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
444,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
445,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
446,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
447,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
448,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
449,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
450,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
451,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
452,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Satisfactorio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
453,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
454,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
455,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
456,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
457,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
458,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
459,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2023,2023 Y 2024,SOLO 2023,14145 SJB,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
460,48. Piura,Primaria,2 Primaria,15478,Rural,Masculino,Satisfactorio,2023,2023 Y 2024,PADD 2023 Y 2024,15478 Cerro de Leones,154782 Primaria,,,,,,,,,,,,,,,,,,,,,,,
461,48. Piura,Primaria,4 Primaria,15478,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,15478 Cerro de Leones,154784 Primaria,,,,,,,,,,,,,,,,,,,,,,,
462,48. Piura,Primaria,6 Primaria,15478,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,15478 Cerro de Leones,154786 Primaria,,,,,,,,,,,,,,,,,,,,,,,
463,48. Piura,Primaria,6 Primaria,15478,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,15478 Cerro de Leones,154786 Primaria,,,,,,,,,,,,,,,,,,,,,,,
464,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
465,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
466,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
467,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
468,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
469,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
470,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
471,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
472,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
473,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
474,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
475,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
476,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
477,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
478,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
479,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
480,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
481,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
482,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
483,48. Piura,Primaria,2 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
484,48. Piura,Primaria,2 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
485,48. Piura,Primaria,2 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
486,48. Piura,Primaria,2 Primaria,20104,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
487,48. Piura,Primaria,2 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
488,48. Piura,Primaria,2 Primaria,20104,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
489,48. Piura,Primaria,2 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
490,48. Piura,Primaria,2 Primaria,20104,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
491,48. Piura,Primaria,2 Primaria,20104,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,20104 CP-8,201042 Primaria,,,,,,,,,,,,,,,,,,,,,,,
492,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
493,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
494,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
495,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
496,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
497,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Satisfactorio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
498,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
499,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
500,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
501,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
502,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
503,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
504,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
505,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
506,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
507,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
508,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
509,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
510,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
511,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
512,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
513,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
514,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
515,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
516,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
517,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
518,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
519,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
520,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
521,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
522,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
523,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
524,48. Piura,Primaria,2 Primaria,14924 DANIEL ALCIDES CARRION,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,14924 DAC,14924 DANIEL ALCIDES CARRION2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
